session_name,paper_id,title,authors,institutions,abstract,presentation_url,presentation_available,paper_url,paper_available,poster_url,poster_available,doi,page_number
MOWP - Opening,MOWP01,NAPAC 2025 Opening,T. Raubenheimer  SLAC National Accelerator Laboratory,,,,False,https://meow.elettra.eu/97/pdf/mowp01.pdf,False,,False,https://doi.org/10.18429/JACoW-NAPAC2025-MOWP01,
